task_id,annotation_id,track,track_id,sequence_index,frame,time_seconds,enabled,x_percent,y_percent,width_percent,height_percent,rotation_degrees,class_label,decision_reason
39800,14220,T1,8WndUhh48Y,1,1,0.04,true,52.734375,58.88888888888878,11.406249999999963,16.11111111111118,0,,
39800,14220,T1,8WndUhh48Y,2,11,0.44,true,51.64062499999999,61.66666666666655,12.187499999999943,16.388888888888975,0,,
39800,14220,T1,8WndUhh48Y,3,21,0.84,true,50.859375000000014,65.83333333333317,12.343749999999938,16.388888888888967,0,,
39800,14220,T1,8WndUhh48Y,4,31,1.24,true,49.609375,69.7222222222221,13.437499999999936,18.333333333333375,0,,
39800,14220,T1,8WndUhh48Y,5,41,1.64,true,48.359374999999964,73.88888888888876,14.374999999999972,21.38888888888896,0,,
39800,14220,T1,8WndUhh48Y,6,51,2.04,true,46.953124999999964,78.33333333333326,14.999999999999963,21.38888888888896,0,,
39800,14220,T1,8WndUhh48Y,7,61,2.44,true,44.92187499999992,86.11111111111109,16.874999999999964,13.6111111111112,0,,
39800,14220,T1,8WndUhh48Y,8,71,2.84,false,45.39062499999983,93.33333333333304,13.906249999999979,6.38888888888893,0,,
39800,14220,T2,72HyEjUDmF,1,1,0.04,true,38.203125,47.77777777777778,11.406250000000009,12.222222222222204,0,,
39800,14220,T2,72HyEjUDmF,2,11,0.44,true,31.015625000000007,49.72222222222227,12.499999999999996,12.222222222222204,0,,
39800,14220,T2,72HyEjUDmF,3,21,0.84,true,19.453125,52.2222222222222,14.843749999999972,12.222222222222197,0,,
39800,14220,T2,72HyEjUDmF,4,31,1.24,true,5.859374999999983,53.33333333333316,16.562499999999993,13.333333333333233,0,,
39800,14220,T2,72HyEjUDmF,5,41,1.64,false,-2.0076879469876164e-15,54.999999999999446,5.781249999999993,13.05555555555557,0,,
39800,14220,T3,4EMtUpZO2M,1,1,0.04,true,56.015624999999915,44.1666666666667,8.906250000000089,10.8333333333333,0,,
39800,14220,T3,4EMtUpZO2M,2,11,0.44,true,52.734374999999886,45.83333333333334,9.375000000000087,11.388888888888836,0,,
39800,14220,T3,4EMtUpZO2M,3,21,0.84,true,46.79687499999988,46.666666666666494,10.625000000000059,12.222222222222204,0,,
39800,14220,T3,4EMtUpZO2M,4,31,1.24,true,39.140624999999844,48.05555555555535,11.71875000000008,12.777777777777752,0,,
39800,14220,T3,4EMtUpZO2M,5,41,1.64,true,27.265624999999815,49.999999999999666,13.125000000000068,13.333333333333291,0,,
39800,14220,T3,4EMtUpZO2M,6,51,2.04,true,13.671874999999806,51.6666666666663,15.0000000000001,13.8888888888888,0,,
39800,14220,T3,4EMtUpZO2M,7,61,2.44,true,0.1562499999999915,53.61111111111067,11.0937500000001,14.444444444444441,0,,
39800,14220,T3,4EMtUpZO2M,8,81,3.24,true,0.15625000000000291,53.61111111111061,16.09375000000009,14.444444444444434,0,,
39800,14220,T3,4EMtUpZO2M,9,91,3.64,true,0.15624999999999903,58.333333333332824,2.1875000000000835,9.722222222222172,0,,
39800,14220,T4,NwdPa2zcY3,1,1,0.04,true,68.203125,36.11111111111111,4.375,5.833333333333333,0,,
39800,14220,T4,NwdPa2zcY3,2,21,0.84,true,67.89062500000001,36.11111111111111,4.374999999999984,5.833333333333334,0,,
39800,14220,T4,NwdPa2zcY3,3,31,1.24,true,67.89062500000001,36.944444444444436,4.062499999999983,4.444444444444454,0,,
39800,14220,T4,NwdPa2zcY3,4,41,1.64,true,66.95312499999993,36.111111111111015,4.687499999999998,5.277777777777776,0,,
39800,14220,T4,NwdPa2zcY3,5,51,2.04,true,66.95312499999993,36.111111111110986,4.531249999999998,5.277777777777773,0,,
39800,14220,T4,NwdPa2zcY3,6,61,2.44,true,66.0156249999999,36.11111111111097,4.999999999999958,5.277777777777769,0,,
39800,14220,T4,NwdPa2zcY3,7,71,2.84,true,65.54687499999987,36.11111111111097,4.9999999999999725,5.2777777777777795,0,,
39800,14220,T4,NwdPa2zcY3,8,81,3.24,true,65.54687499999989,36.11111111111097,4.687499999999954,5.277777777777778,0,,
39800,14220,T4,NwdPa2zcY3,9,91,3.64,true,64.9218749999999,36.11111111111097,4.999999999999939,5.2777777777777795,0,,
39800,14220,T4,NwdPa2zcY3,10,101,4.04,true,64.60937499999984,36.38888888888873,5.312499999999929,5.833333333333343,0,,
39800,14220,T4,NwdPa2zcY3,11,111,4.44,true,64.60937499999986,36.38888888888873,4.843749999999904,5.833333333333343,0,,
39800,14220,T4,NwdPa2zcY3,12,121,4.84,true,63.98437499999987,36.38888888888873,5.468749999999903,6.111111111111133,0,,
39800,14220,T4,NwdPa2zcY3,13,131,5.24,true,63.20312499999989,36.388888888888694,5.937499999999929,6.111111111111131,0,,
39800,14220,T4,NwdPa2zcY3,14,141,5.64,true,62.7343749999999,36.38888888888868,6.562499999999879,7.222222222222243,0,,
39800,14220,T4,NwdPa2zcY3,15,161,6.44,true,61.79687499999989,37.77777777777756,7.031249999999877,7.222222222222239,0,,
39800,14220,T4,NwdPa2zcY3,16,171,6.84,true,61.79687499999991,37.77777777777757,7.031249999999875,8.055555555555555,0,,
39800,14220,T4,NwdPa2zcY3,17,181,7.24,true,61.79687499999991,37.77777777777757,6.5624999999998765,8.611111111111128,0,,
39800,14220,T4,NwdPa2zcY3,18,191,7.64,true,61.484374999999915,37.77777777777757,6.874999999999868,8.611111111111128,0,,
39800,14220,T4,NwdPa2zcY3,19,201,8.04,true,61.17187499999991,39.16666666666643,7.187499999999868,8.611111111111127,0,,
39800,14220,T4,NwdPa2zcY3,20,211,8.44,true,60.5468749999999,40.277777777777466,7.187499999999866,7.50000000000001,0,,
39800,14220,T4,NwdPa2zcY3,21,221,8.84,true,59.609374999999865,40.27777777777751,7.031249999999847,9.999999999999993,0,,
39800,14220,T4,NwdPa2zcY3,22,231,9.24,true,58.671874999999886,40.27777777777751,7.968749999999811,9.999999999999993,0,,
39800,14220,T4,NwdPa2zcY3,23,241,9.64,true,56.17187499999987,42.22222222222194,7.81249999999982,9.166666666666675,0,,
39800,14220,T4,NwdPa2zcY3,24,251,10.04,true,55.390624999999815,42.22222222222196,6.874999999999841,10.277777777777764,0,,
39800,14220,T4,NwdPa2zcY3,25,261,10.44,true,54.765624999999766,43.6111111111109,5.781249999999858,9.166666666666684,0,,
39800,14220,T4,NwdPa2zcY3,26,271,10.84,true,51.328124999999744,44.16666666666624,6.718749999999816,10.8333333333334,0,,
39800,14220,T4,NwdPa2zcY3,27,281,11.24,true,46.64062499999974,46.11111111111051,9.062499999999826,10.555555555555616,0,,
39800,14220,T4,NwdPa2zcY3,28,291,11.64,true,42.89062499999973,47.2222222222216,9.062499999999826,11.666666666666769,0,,
39800,14220,T4,NwdPa2zcY3,29,301,12.04,true,37.42187499999973,48.6111111111104,11.406249999999837,11.111111111111196,0,,
39800,14220,T4,NwdPa2zcY3,30,311,12.44,true,29.29687499999981,51.1111111111104,13.281249999999828,12.222222222222271,0,,
39800,14220,T4,NwdPa2zcY3,31,321,12.84,true,19.765624999999815,52.49999999999928,15.156249999999835,12.222222222222273,0,,
39800,14220,T4,NwdPa2zcY3,32,331,13.24,true,6.0156249999998135,53.61111111111039,15.156249999999835,12.222222222222273,0,,
39800,14220,T5,kPZQJaTliI,1,1,0.04,true,46.640625,44.72222222222219,7.187499999999999,9.44444444444444,0,,
39800,14220,T5,kPZQJaTliI,2,11,0.44,true,45.07812500000002,44.99999999999991,7.499999999999972,9.722222222222223,0,,
39800,14220,T5,kPZQJaTliI,3,21,0.84,true,43.515625000000036,45.55555555555548,5.468749999999957,11.111111111111143,0,,
39800,14220,T5,kPZQJaTliI,4,41,1.64,true,40.234374999999986,48.611111111110986,5.624999999999951,10.833333333333362,0,,
39800,14220,T5,kPZQJaTliI,5,51,2.04,true,31.328125000000078,49.72222222222194,10.781249999999883,11.666666666666696,0,,
39800,14220,T5,kPZQJaTliI,6,61,2.44,true,23.671875000000085,51.38888888888859,11.71874999999989,12.222222222222262,0,,
39800,14220,T5,kPZQJaTliI,7,71,2.84,true,13.359375000000078,53.888888888888516,13.437499999999867,11.944444444444462,0,,
